"353170235","CHOJNICE","2016","01","01","00","9","",0,"8",0,"8",".","","",6,"",6306,"",6464,"",0,"",146,"",3,"",0,"9",-6.9,"",.0,"8","U","",2.8,"",77,"",-10.3,"",1005.6,"",1028.1,"",7,-.5,"",.0,"9",0,"9","10","0","0","","0","",".","0","",".","0","",".",4,"",.8,"",.0,"8","0","",0,"9","","",-4.4,"",.0,"8",.0,"8",.0,"8",.0,"8",.0,"8",.0,"8",.0,"8",.0,"8",0,"8",0,"8",0,"8","","",0,"8",0,"8"
"353170235","CHOJNICE","2016","01","01","01","9","",0,"8",0,"8",".","","",6,"",7401,"",7377,"",0,"",135,"",3,"",0,"9",-7.4,"",.0,"8","U","",2.8,"",80,"",-10.3,"",1005.3,"",1027.8,"",7,-.6,"",.0,"8",0,"8","10","0","0","","0","",".","0","",".","0","",".",0,"8",.7,"",.0,"8","0","",0,"9","","",.0,"8",.0,"8",.0,"8",.0,"8",.0,"8",.0,"8",.0,"8",.0,"8",.0,"8",0,"8",0,"8",0,"8","","",0,"8",0,"8"
"353170235","CHOJNICE","2016","01","01","02","9","",0,"8",0,"8",".","","",6,"",6077,"",6210,"",0,"",152,"",2,"",0,"9",-7.6,"",.0,"8","U","",2.8,"",81,"",-10.3,"",1005.5,"",1028.0,"",5,-.2,"",.0,"8",0,"8","10","0","0","","0","",".","0","",".","0","",".",0,"8",.7,"",.0,"8","0","",0,"9","","",.0,"8",.0,"8",.0,"8",.0,"8",.0,"8",.0,"8",.0,"8",.0,"8",.0,"8",0,"8",0,"8",0,"8","","",0,"8",0,"8"
"353170235","CHOJNICE","2016","01","01","03","9","",0,"8",0,"8",">2500","","",6,"",6631,"",6724,"",5,"",134,"",3,"",0,"9",-7.5,"",.0,"8","U","",2.9,"",82,"",-10.0,"",1005.0,"",1027.5,"",7,-.6,"",.0,"8",0,"8","10","1","0","","0","",".","0","",".","6","","Cs fib",0,"8",.6,"",.0,"9","0","",0,"9","","",.0,"8",.0,"8",.0,"8",.0,"8",.0,"8",.0,"8",.0,"8",.0,"8",.0,"8",0,"8",0,"8",0,"8","","",0,"8",0,"8"
"353170235","CHOJNICE","2016","01","01","04","9","",0,"8",0,"8",">2500","","",6,"",6985,"",6958,"",3,"",149,"",2,"",0,"9",-8.0,"",.0,"8","U","",2.8,"",83,"",-10.4,"",1005.1,"",1027.7,"",7,-.2,"",.0,"8",0,"8","10","1","0","","0","",".","0","",".","8","","Cs fib",0,"8",.6,"",.0,"9","0","",0,"9","","",.0,"8",.0,"8",.0,"8",.0,"8",.0,"8",.0,"8",.0,"8",.0,"8",.0,"8",0,"8",0,"8",0,"8","","",0,"8",0,"8"
"353170235","CHOJNICE","2016","01","01","05","9","",0,"8",0,"8",">2500","","",6,"",6534,"",6529,"",3,"",138,"",3,"",0,"9",-8.2,"",.0,"8","U","",2.8,"",85,"",-10.3,"",1004.9,"",1027.5,"",6,-.6,"",.0,"8",0,"8","10","0","0","","0","",".","0","",".","8","","Cs fib",0,"8",.5,"",.0,"9","0","",0,"9","","",.0,"8",.0,"8",.0,"8",.0,"8",.0,"8",.0,"8",.0,"8",.0,"8",.0,"8",0,"8",0,"8",0,"8","","",0,"8",0,"8"
"353170235","CHOJNICE","2016","01","01","06","9","",0,"8",0,"8",">2500","","",6,"",6281,"",6267,"",1,"",134,"",3,"",0,"9",-8.3,"",.0,"8","U","",2.8,"",85,"",-10.4,"",1005.0,"",1027.6,"",4,.0,"",.0,"9",0,"9","10","1","0","","0","",".","0","",".","1","","Ci fib",4,"",.5,"",.0,"9","0","",0,"9","","",-5.0,"",-2.3,"",.2,"",2.8,"",.0,"8",-8.4,"",-4.8,"",-9.4,"",.0,"9",0,"9",0,"9",0,"9",".",".",0,"9",0,"9"
"353170235","CHOJNICE","2016","01","01","07","9","",0,"8",0,"8",">2500","","",6,"",6000,"",5842,"",5,"",133,"",3,"",0,"9",-8.6,"",.0,"8","U","",2.8,"",87,"",-10.4,"",1005.5,"",1028.1,"",3,.4,"",.0,"8",0,"8","10","1","0","","0","",".","0","",".","1","","Ci fib",0,"8",.4,"",.0,"9","0","",0,"9","","",.0,"8",.0,"8",.0,"8",.0,"8",.0,"8",.0,"8",.0,"8",.0,"8",.0,"8",0,"8",0,"8",0,"8","","",0,"8",0,"8"
"353170235","CHOJNICE","2016","01","01","08","9","",0,"8",0,"8",">2500","","",6,"",5000,"",4603,"",5,"",130,"",3,"",0,"9",-8.4,"",.0,"8","U","",2.8,"",87,"",-10.2,"",1005.7,"",1028.3,"",2,.8,"",.0,"8",0,"8","10","2","0","","0","",".","0","",".","6","","Cs fib",0,"8",.4,"",.0,"9","0","",0,"9","","",.0,"8",.0,"8",.0,"8",.0,"8",.0,"8",.0,"8",.0,"8",.0,"8",.0,"8",0,"8",0,"8",0,"8","","",0,"8",0,"8"
"353170235","CHOJNICE","2016","01","01","09","9","",0,"8",0,"8",">2500","","",6,"",5000,"",4615,"",6,"",147,"",2,"",0,"9",-7.3,"",.0,"8","U","",2.9,"",83,"",-9.7,"",1005.8,"",1028.3,"",1,.8,"",.0,"8",0,"8","10","1","0","","0","",".","0","",".","8","","Cs fib",0,"8",.6,"",.7,"","0","",0,"9","","",.0,"8",.0,"8",.0,"8",.0,"8",.0,"8",.0,"8",.0,"8",.0,"8",.0,"8",0,"8",0,"8",0,"8","","",0,"8",0,"8"
