"351210488","KOZIENICE","2016","01","01","00","9","",0,"8",0,"8",".","","",6,"",4462,"",4462,"",0,"",155,"",1,"",0,"9",-12.7,"",.0,"8","U","",2.1,"",89,"",-14.1,"",1014.7,"",1031.6,"",7,-1.0,"",.0,"9",0,"9","10","0","0","","0","",".","0","",".","0","",".",11,"",.3,"",.0,"8","0","",0,"9","","",-7.9,"",.0,"8",.0,"8",.0,"8",.0,"8",.0,"8",.0,"8",.0,"8",.0,"8",0,"8",0,"8",0,"8","","",0,"8",0,"8"
"351210488","KOZIENICE","2016","01","01","01","9","",0,"8",0,"8",".","","",6,"",5178,"",5178,"",0,"",118,"",1,"",0,"9",-13.0,"",.0,"8","U","",2.0,"",87,"",-14.7,"",1014.4,"",1031.3,"",7,-1.1,"",.0,"8",0,"8","10","0","0","","0","",".","0","",".","0","",".",0,"8",.3,"",.0,"8","0","",0,"9","","",.0,"8",.0,"8",.0,"8",.0,"8",.0,"8",.0,"8",.0,"8",.0,"8",.0,"8",0,"8",0,"8",0,"8","","",0,"8",0,"8"
"351210488","KOZIENICE","2016","01","01","02","9","",0,"8",0,"8",".","","",6,"",4801,"",4801,"",0,"",139,"",1,"",0,"9",-13.7,"",.0,"8","U","",1.9,"",88,"",-15.3,"",1014.2,"",1031.2,"",6,-.9,"",.0,"8",0,"8","10","0","0","","0","",".","0","",".","0","",".",0,"8",.3,"",.0,"8","0","",0,"9","","",.0,"8",.0,"8",.0,"8",.0,"8",.0,"8",.0,"8",.0,"8",.0,"8",.0,"8",0,"8",0,"8",0,"8","","",0,"8",0,"8"
"351210488","KOZIENICE","2016","01","01","03","9","",0,"8",0,"8",".","","",6,"",5274,"",5274,"",0,"",139,"",1,"",0,"9",-12.9,"",.0,"8","U","",2.0,"",89,"",-14.3,"",1013.9,"",1030.8,"",7,-.8,"",.0,"8",0,"8","10","0","0","","0","",".","0","",".","0","",".",0,"8",.3,"",.0,"9","0","",0,"9","","",.0,"8",.0,"8",.0,"8",.0,"8",.0,"8",.0,"8",.0,"8",.0,"8",.0,"8",0,"8",0,"8",0,"8","","",0,"8",0,"8"
"351210488","KOZIENICE","2016","01","01","04","9","",0,"8",0,"8",".","","",6,"",5588,"",5588,"",0,"",122,"",1,"",0,"9",-13.4,"",.0,"8","U","",1.9,"",86,"",-15.2,"",1014.0,"",1031.0,"",5,-.4,"",.0,"8",0,"8","10","0","0","","0","",".","0","",".","0","",".",0,"8",.3,"",.0,"9","0","",0,"9","","",.0,"8",.0,"8",.0,"8",.0,"8",.0,"8",.0,"8",.0,"8",.0,"8",.0,"8",0,"8",0,"8",0,"8","","",0,"8",0,"8"
"351210488","KOZIENICE","2016","01","01","05","9","",0,"8",0,"8",".","","",6,"",5773,"",5773,"",0,"",121,"",2,"",0,"9",-13.9,"",.0,"8","U","",1.8,"",87,"",-15.6,"",1014.2,"",1031.2,"",5,.0,"",.0,"8",0,"8","10","0","0","","0","",".","0","",".","0","",".",0,"8",.3,"",.0,"9","0","",0,"9","","",.0,"8",.0,"8",.0,"8",.0,"8",.0,"8",.0,"8",.0,"8",.0,"8",.0,"8",0,"8",0,"8",0,"8","","",0,"8",0,"8"
"351210488","KOZIENICE","2016","01","01","06","9","",0,"8",0,"8",".","","",6,"",9900,"",12542,"",0,"",99,"",2,"",0,"9",-12.3,"",.0,"8","U","",2.2,"",90,"",-13.6,"",1014.0,"",1030.9,"",0,.1,"",.0,"9",0,"9","10","0","0","","0","",".","0","",".","0","",".",11,"",.2,"",.0,"9","0","",0,"9","","",-8.8,"",-5.5,"",-2.1,"",2.5,"",.0,"8",-14.0,"",-8.5,"",-16.8,"",.0,"9",998,"",0,"9",0,"9","6",".",0,"9",0,"9"
"351210488","KOZIENICE","2016","01","01","07","9","",2500,"",0,"8",">2500","","",7,"",16208,"",16208,"",1,"",106,"",2,"",0,"9",-12.3,"",.0,"8","U","",2.1,"",86,"",-14.2,"",1014.5,"",1031.4,"",3,.5,"",.0,"8",0,"8","03","0","0","","0","",".","0","",".","1","","Ci fib",0,"8",.3,"",.0,"9","0","",0,"9","","",.0,"8",.0,"8",.0,"8",.0,"8",.0,"8",.0,"8",.0,"8",.0,"8",.0,"8",0,"8",0,"8",0,"8","","",0,"8",0,"8"
"351210488","KOZIENICE","2016","01","01","08","9","",0,"8",0,"8",">2500","","",8,"",21173,"",21173,"",1,"",108,"",3,"",0,"9",-11.4,"",.0,"8","U","",2.2,"",84,"",-13.6,"",1014.8,"",1031.6,"",3,.6,"",.0,"8",0,"8","02","0","0","","0","",".","0","",".","1","","Ci fib",0,"8",.4,"",.7,"","0","",0,"9","","",.0,"8",.0,"8",.0,"8",.0,"8",.0,"8",.0,"8",.0,"8",.0,"8",.0,"8",0,"8",0,"8",0,"8","","",0,"8",0,"8"
"351210488","KOZIENICE","2016","01","01","09","9","",0,"8",0,"8",">2500","","",7,"",16016,"",16016,"",1,"",103,"",3,"",0,"9",-10.1,"",.0,"8","U","",2.3,"",81,"",-12.7,"",1014.8,"",1031.6,"",1,.8,"",.0,"8",0,"8","02","0","0","","0","",".","0","",".","1","","Ci fib",0,"8",.5,"",1.0,"","0","",0,"9","","",.0,"8",.0,"8",.0,"8",.0,"8",.0,"8",.0,"8",.0,"8",.0,"8",.0,"8",0,"8",0,"8",0,"8","","",0,"8",0,"8"
"351210488","KOZIENICE","2016","01","01","10","9","",0,"8",0,"8",".","","",8,"",25433,"",25433,"",0,"",105,"",4,"",0,"9",-9.2,"",.0,"8","U","",2.2,"",73,"",-13.2,"",1014.6,"",1031.3,"",0,.1,"",.0,"8",0,"8","01","0","0","","0","",".","0","",".","0","",".",0,"8",.8,"",1.0,"","0","",0,"9","","",.0,"8",.0,"8",.0,"8",.0,"8",.0,"8",.0,"8",.0,"8",.0,"8",.0,"8",0,"8",0,"8",0,"8","","",0,"8",0,"8"
"351210488","KOZIENICE","2016","01","01","11","9","",0,"8",0,"8",".","","",8,"",34807,"",34807,"",0,"",116,"",3,"",0,"9",-8.2,"",.0,"8","U","",2.2,"",68,"",-13.1,"",1014.3,"",1030.9,"",8,-.5,"",.0,"8",0,"8","02","0","0","","0","",".","0","",".","0","",".",0,"8",1.1,"",1.0,"","0","",0,"9","","",.0,"8",.0,"8",.0,"8",.0,"8",.0,"8",.0,"8",.0,"8",.0,"8",.0,"8",0,"8",0,"8",0,"8","","",0,"8",0,"8"
"351210488","KOZIENICE","2016","01","01","12","9","",0,"8",0,"8",".","","",8,"",32172,"",32172,"",0,"",95,"",3,"",0,"9",-8.0,"",.0,"8","U","",2.2,"",65,"",-13.4,"",1013.8,"",1030.4,"",8,-1.0,"",.0,"9",0,"9","02","0","0","","0","",".","0","",".","0","",".",11,"",1.2,"",1.0,"","0","",0,"9","","",-3.5,"",-2.6,"",-1.7,"",2.2,"",5.3,"",.0,"8",.0,"8",.0,"8",.0,"8",0,"8",0,"8",0,"8","","",0,"8",0,"8"
"351210488","KOZIENICE","2016","01","01","13","4","",400,"",0,"8","400","","",8,"",49394,"",49394,"",1,"",114,"",3,"",0,"9",-7.8,"",.0,"8","U","",2.1,"",63,"",-13.6,"",1014.0,"",1030.6,"",5,-.6,"",.0,"8",0,"8","03","0","1","","1","","Cu fra","0","",".","0","",".",0,"8",1.3,"",1.0,"","0","",0,"9","","",.0,"8",.0,"8",.0,"8",.0,"8",.0,"8",.0,"8",.0,"8",.0,"8",.0,"8",0,"8",0,"8",0,"8","","",0,"8",0,"8"
"351210488","KOZIENICE","2016","01","01","14","5","",600,"",0,"8","600","","",8,"",32858,"",32858,"",2,"",114,"",3,"",0,"9",-8.7,"",.0,"8","U","",2.1,"",65,"",-14.1,"",1014.2,"",1030.9,"",6,-.1,"",.0,"8",0,"8","03","0","2","","5","","Sc str","0","",".","0","",".",0,"8",1.1,"",.5,"","0","",0,"9","","",.0,"8",.0,"8",.0,"8",.0,"8",.0,"8",.0,"8",.0,"8",.0,"8",.0,"8",0,"8",0,"8",0,"8","","",0,"8",0,"8"
"351210488","KOZIENICE","2016","01","01","15","5","",600,"",0,"8","600","","",8,"",26793,"",26793,"",2,"",107,"",3,"",0,"9",-9.8,"",.0,"8","U","",2.0,"",70,"",-14.2,"",1014.5,"",1031.2,"",2,.7,"",.0,"8",0,"8","02","0","2","","5","","Sc str","0","",".","0","",".",0,"8",.9,"",.0,"9","0","",0,"9","","",.0,"8",.0,"8",.0,"8",.0,"8",.0,"8",.0,"8",.0,"8",.0,"8",.0,"8",0,"8",0,"8",0,"8","","",0,"8",0,"8"
"351210488","KOZIENICE","2016","01","01","16","5","",700,"",0,"8","700","","",7,"",11530,"",11530,"",8,"",113,"",2,"",0,"9",-11.0,"",.0,"8","U","",2.0,"",77,"",-14.2,"",1014.7,"",1031.5,"",2,.7,"",.0,"8",0,"8","71","7","8","","5","","Sc op","/","","/","/","","/",0,"8",.6,"",.0,"9","0","",0,"9","","",.0,"8",.0,"8",.0,"8",.0,"8",.0,"8",.0,"8",.0,"8",.0,"8",.0,"8",0,"8",0,"8",0,"8","","",0,"8",0,"8"
"351210488","KOZIENICE","2016","01","01","17","5","",700,"",0,"8","700","","",7,"",19721,"",19721,"",7,"",103,"",3,"",0,"9",-10.2,"",.0,"8","U","",2.0,"",72,"",-14.3,"",1015.0,"",1031.8,"",2,.8,"",.0,"8",0,"8","71","7","7","","5","","Sc op","/","","/","/","","/",0,"8",.8,"",.0,"9","0","",0,"9","","",.0,"8",.0,"8",.0,"8",.0,"8",.0,"8",.0,"8",.0,"8",.0,"8",.0,"8",0,"8",0,"8",0,"8","","",0,"8",0,"8"
"351210488","KOZIENICE","2016","01","01","18","5","",700,"",0,"8","700","","",7,"",19733,"",19733,"",8,"",109,"",4,"",0,"9",-9.8,"",.0,"8","U","",2.0,"",69,"",-14.4,"",1015.1,"",1031.8,"",2,.6,"",.0,"",7,"","71","1","8","","5","","Sc op","/","","/","/","","/",11,"",.9,"",.0,"9","0","",0,"9","","",-7.0,"",-4.7,"",-2.2,"",2.0,"",.0,"8",-12.5,"",-7.7,"",-13.7,"",.0,"9",998,"",0,"8",0,"8","6",".",0,"9",0,"9"
"351210488","KOZIENICE","2016","01","01","19","5","",700,"",0,"8","700","","",7,"",16172,"",16172,"",7,"",107,"",4,"",0,"9",-10.1,"",.0,"8","U","",2.0,"",70,"",-14.5,"",1015.1,"",1031.9,"",1,.4,"",.0,"8",0,"8","71","7","7","","5","","Sc pe","/","","/","/","","/",0,"8",.9,"",.0,"9","0","",0,"9","","",.0,"8",.0,"8",.0,"8",.0,"8",.0,"8",.0,"8",.0,"8",.0,"8",.0,"8",0,"8",0,"8",0,"8","","",0,"8",0,"8"
