"349190650","KASPROWY WIERCH","2014","01","01","00","/","",0,"8",0,"8","/","","",1,"",50,"",0,"",8,"",196,"",10,"",0,"9",-5.5,"",.0,"8","U","",4.1,"",100,"",-5.5,"",798.0,"",1492.3,"",8,-.8,"",.0,"9",0,"9","41","4","8","","5","","Sc op","/","","/","/","","/",14,"",.0,"",.0,"8","","8",22,"","18","1",.0,"8",.0,"8",.0,"8",.0,"8",.0,"8",.0,"8",.0,"8",.0,"8",.0,"8",0,"8",0,"8",0,"8","","",0,"8",0,"8"
"349190650","KASPROWY WIERCH","2014","01","01","01","/","",0,"8",0,"8","/","","",0,"",30,"",0,"",8,"",166,"",8,"",0,"9",-5.5,"",.0,"8","U","",4.1,"",100,"",-5.5,"",797.8,"",1490.3,"",7,-1.0,"",.0,"8",0,"8","41","4","8","","5","","Sc op","/","","/","/","","/",0,"8",.0,"",.0,"8","","8",0,"9","","",.0,"8",.0,"8",.0,"8",.0,"8",.0,"8",.0,"8",.0,"8",.0,"8",.0,"8",0,"8",0,"8",0,"8","","",0,"8",0,"8"
"349190650","KASPROWY WIERCH","2014","01","01","02","/","",0,"8",0,"8","/","","",0,"",30,"",0,"",9,"",192,"",10,"",0,"9",-5.6,"",.0,"8","U","",4.0,"",100,"",-5.6,"",797.3,"",1485.5,"",7,-1.5,"",.0,"8",0,"8","49","4","9","","/","","/","/","","/","/","","/",0,"8",.0,"",.0,"8","","8",0,"9","","",.0,"8",.0,"8",.0,"8",.0,"8",.0,"8",.0,"8",.0,"8",.0,"8",.0,"8",0,"8",0,"8",0,"8","","",0,"8",0,"8"
"349190650","KASPROWY WIERCH","2014","01","01","03","/","",0,"8",0,"8","/","","",0,"",30,"",0,"",9,"",202,"",13,"",0,"9",-5.5,"",.0,"8","U","",4.1,"",100,"",-5.5,"",797.0,"",1482.3,"",7,-1.0,"",.0,"8",0,"8","49","4","9","","/","","/","/","","/","/","","/",0,"8",.0,"",.0,"8","","8",0,"9","","",.0,"8",.0,"8",.0,"8",.0,"8",.0,"8",.0,"8",.0,"8",.0,"8",.0,"8",0,"8",0,"8",0,"8","","",0,"8",0,"8"
"349190650","KASPROWY WIERCH","2014","01","01","04","/","",0,"8",0,"8","/","","",0,"",30,"",0,"",9,"",199,"",11,"",0,"9",-5.6,"",.0,"8","U","",4.0,"",100,"",-5.6,"",797.0,"",1482.5,"",6,-.8,"",.0,"8",0,"8","49","4","9","","/","","/","/","","/","/","","/",0,"8",.0,"",.0,"9","","8",0,"9","","",.0,"8",.0,"8",.0,"8",.0,"8",.0,"8",.0,"8",.0,"8",.0,"8",.0,"8",0,"8",0,"8",0,"8","","",0,"8",0,"8"
"349190650","KASPROWY WIERCH","2014","01","01","05","/","",0,"8",0,"8","/","","",0,"",30,"",0,"",9,"",219,"",10,"",0,"9",-6.0,"",.0,"8","U","",3.9,"",100,"",-6.0,"",796.7,"",1480.3,"",7,-.6,"",.0,"8",0,"8","49","4","9","","/","","/","/","","/","/","","/",0,"8",.0,"",.0,"9","","8",0,"9","","",.0,"8",.0,"8",.0,"8",.0,"8",.0,"8",.0,"8",.0,"8",.0,"8",.0,"8",0,"8",0,"8",0,"8","","",0,"8",0,"8"
"349190650","KASPROWY WIERCH","2014","01","01","06","/","",0,"8",0,"8","/","","",0,"",30,"",0,"",9,"",188,"",12,"",0,"9",-5.8,"",.0,"8","U","",4.0,"",100,"",-5.8,"",796.3,"",1476.0,"",8,-.7,"",.0,"9",0,"9","49","4","9","","/","","/","/","","/","/","","/",14,"",.0,"",.0,"9","","8",0,"9","","",.0,"8",.0,"8",.0,"8",.0,"8",.0,"8",-6.1,"",-3.4,"",.0,"8",3.2,"",27,"",0,"",0,"9","6","7",27,"",87,""
"349190650","KASPROWY WIERCH","2014","01","01","07","/","",0,"8",0,"8","/","","",1,"",100,"",0,"",9,"",176,"",11,"",0,"9",-5.6,"",.0,"8","U","",4.0,"",100,"",-5.6,"",796.4,"",1476.6,"",5,-.6,"",.0,"8",0,"8","49","4","9","","/","","/","/","","/","/","","/",0,"8",.0,"",.0,"9","","8",0,"9","","",.0,"8",.0,"8",.0,"8",.0,"8",.0,"8",.0,"8",.0,"8",.0,"8",.0,"8",0,"8",0,"8",0,"8","","",0,"8",0,"8"
"349190650","KASPROWY WIERCH","2014","01","01","08","/","",0,"8",0,"8","/","","",8,"",30000,"",0,"",4,"",174,"",10,"",0,"9",-4.4,"",.0,"8","U","",4.4,"",100,"",-4.4,"",796.9,"",1479.3,"",3,.2,"",.0,"8",0,"8","28","0","2","","5","","Sc pe","4","","Ac len, Ac tr 2","8","","Cs fib 3",0,"8",.0,"",.0,"9","","8",0,"9","","",.0,"8",.0,"8",.0,"8",.0,"8",.0,"8",.0,"8",.0,"8",.0,"8",.0,"8",0,"8",0,"8",0,"8","","",0,"8",0,"8"
"349190650","KASPROWY WIERCH","2014","01","01","09","/","",0,"8",0,"8","/","","",8,"",40000,"",0,"",4,"",177,"",9,"",0,"9",-4.7,"",.0,"8","U","",4.3,"",100,"",-4.7,"",796.6,"",1476.9,"",0,.3,"",.0,"8",0,"8","02","4","2","","5","","Sc pe","4","","Ac len, Ac tr 2","8","","Cs fib 3",0,"8",.0,"",.0,"9","","8",14,"","8","19",.0,"8",.0,"8",.0,"8",.0,"8",.0,"8",.0,"8",.0,"8",.0,"8",.0,"8",0,"8",0,"8",0,"8","","",0,"8",0,"8"
