"350230595","ZAMOή","2018","01","01","00","","8",0,"8",0,"8","","","",8,"",20000,"",20000,"",0,"8",219,"",6,"",0,"9",3.7,"",.0,"8","U","",7.4,"",93,"",2.7,"",982.2,"",1009.8,"",8,-.4,"",.0,"",0,"8","00","","","","","8","","","8","","","8","",10,"",.6,"",.0,"8","","8",0,"9","","",2.4,"",2.3,"",2.7,"",3.9,"",5.3,"",.0,"8",.0,"8",.0,"8",.0,"8",0,"8",0,"8",0,"8","","",0,"8",0,"8"
"350230595","ZAMOή","2018","01","01","01","","8",0,"8",0,"8","","","",8,"",20000,"",20000,"",0,"8",211,"",7,"",0,"9",3.8,"",.0,"8","U","",7.1,"",89,"",2.2,"",982.1,"",1009.7,"",7,-.5,"",.0,"8",0,"8","00","","","","","8","","","8","","","8","",0,"8",.9,"",.0,"8","","8",0,"9","","",.0,"8",.0,"8",.0,"8",.0,"8",.0,"8",.0,"8",.0,"8",.0,"8",.0,"8",0,"8",0,"8",0,"8","","",0,"8",0,"8"
"350230595","ZAMOή","2018","01","01","02","","8",0,"8",0,"8","","","",8,"",20000,"",20000,"",0,"8",212,"",7,"",0,"9",3.9,"",.0,"8","U","",6.9,"",86,"",1.8,"",981.6,"",1009.2,"",7,-.9,"",.0,"8",0,"8","00","","","","","8","","","8","","","8","",0,"8",1.1,"",.0,"8","","8",0,"9","","",.0,"8",.0,"8",.0,"8",.0,"8",.0,"8",.0,"8",.0,"8",.0,"8",.0,"8",0,"8",0,"8",0,"8","","",0,"8",0,"8"
"350230595","ZAMOή","2018","01","01","03","","8",0,"8",0,"8","","","",8,"",20000,"",20000,"",0,"8",213,"",7,"",0,"9",3.8,"",.0,"8","U","",6.9,"",86,"",1.7,"",981.6,"",1009.2,"",6,-.6,"",.0,"8",0,"8","00","","","","","8","","","8","","","8","",0,"8",1.1,"",.0,"8","","8",0,"9","","",.0,"8",.0,"8",.0,"8",.0,"8",.0,"8",.0,"8",.0,"8",.0,"8",.0,"8",0,"8",0,"8",0,"8","","",0,"8",0,"8"
"350230595","ZAMOή","2018","01","01","04","","8",0,"8",0,"8","","","",8,"",20000,"",20000,"",0,"8",212,"",8,"",0,"9",3.5,"",.0,"8","U","",6.7,"",86,"",1.4,"",981.2,"",1008.8,"",7,-.9,"",.0,"8",0,"8","00","","","","","8","","","8","","","8","",0,"8",1.1,"",.0,"8","","8",13,"","3","35",.0,"8",.0,"8",.0,"8",.0,"8",.0,"8",.0,"8",.0,"8",.0,"8",.0,"8",0,"8",0,"8",0,"8","","",0,"8",0,"8"
"350230595","ZAMOή","2018","01","01","05","","8",0,"8",0,"8","","","",8,"",20000,"",20000,"",0,"8",208,"",8,"",0,"9",3.4,"",.0,"8","U","",6.8,"",87,"",1.4,"",981.1,"",1008.7,"",8,-.5,"",.0,"8",0,"8","00","","","","","8","","","8","","","8","",0,"8",1.0,"",.0,"8","","8",0,"9","","",.0,"8",.0,"8",.0,"8",.0,"8",.0,"8",.0,"8",.0,"8",.0,"8",.0,"8",0,"8",0,"8",0,"8","","",0,"8",0,"8"
"350230595","ZAMOή","2018","01","01","06","","8",0,"8",0,"8","","","",8,"",20000,"",20000,"",0,"8",210,"",7,"",0,"9",3.3,"",.0,"8","U","",6.7,"",87,"",1.3,"",981.0,"",1008.6,"",6,-.6,"",.0,"9",0,"8","00","","","","","8","","","8","","","8","",10,"",1.0,"",.0,"8","","8",13,"","3","35",2.3,"",2.6,"",2.9,"",3.8,"",5.3,"",1.5,"",4.1,"",.7,"",.0,"8",0,"8",0,"8",0,"8","","",0,"8",0,"8"
"350230595","ZAMOή","2018","01","01","07","","8",0,"8",0,"8","","","",8,"",20000,"",20000,"",0,"8",213,"",7,"",0,"9",3.6,"",.0,"8","U","",6.8,"",86,"",1.5,"",981.1,"",1008.7,"",5,-.1,"",.0,"8",0,"8","00","","","","","8","","","8","","","8","",0,"8",1.1,"",.0,"8","","8",0,"9","","",.0,"8",.0,"8",.0,"8",.0,"8",.0,"8",.0,"8",.0,"8",.0,"8",.0,"8",0,"8",0,"8",0,"8","","",0,"8",0,"8"
"350230595","ZAMOή","2018","01","01","08","","8",0,"8",0,"8","","","",8,"",20000,"",20000,"",0,"8",215,"",8,"",0,"9",4.2,"",.0,"8","U","",6.9,"",84,"",1.7,"",981.0,"",1008.5,"",7,-.1,"",.0,"8",0,"8","00","","","","","8","","","8","","","8","",0,"8",1.3,"",.0,"8","","8",0,"9","","",.0,"8",.0,"8",.0,"8",.0,"8",.0,"8",.0,"8",.0,"8",.0,"8",.0,"8",0,"8",0,"8",0,"8","","",0,"8",0,"8"
"350230595","ZAMOή","2018","01","01","09","","8",0,"8",0,"8","","","",8,"",20000,"",20000,"",0,"8",217,"",10,"",0,"9",5.2,"",.0,"8","U","",7.2,"",81,"",2.2,"",981.2,"",1008.6,"",2,.2,"",.0,"8",0,"8","00","","","","","8","","","8","","","8","",0,"8",1.7,"",.0,"8","","8",0,"9","","",.0,"8",.0,"8",.0,"8",.0,"8",.0,"8",.0,"8",.0,"8",.0,"8",.0,"8",0,"8",0,"8",0,"8","","",0,"8",0,"8"
"350230595","ZAMOή","2018","01","01","10","","8",0,"8",0,"8","","","",8,"",20000,"",20000,"",0,"8",218,"",9,"",0,"9",5.6,"",.0,"8","U","",7.4,"",81,"",2.6,"",980.8,"",1008.2,"",8,-.3,"",.0,"8",0,"8","00","","","","","8","","","8","","","8","",0,"8",1.7,"",.0,"8","","8",14,"","9","32",.0,"8",.0,"8",.0,"8",.0,"8",.0,"8",.0,"8",.0,"8",.0,"8",.0,"8",0,"8",0,"8",0,"8","","",0,"8",0,"8"
"350230595","ZAMOή","2018","01","01","11","","8",0,"8",0,"8","","","",8,"",20000,"",20000,"",0,"8",216,"",8,"",0,"9",6.9,"",.0,"8","U","",7.8,"",78,"",3.3,"",980.6,"",1007.9,"",8,-.4,"",.0,"8",0,"8","00","","","","","8","","","8","","","8","",0,"8",2.2,"",.0,"8","","8",0,"9","","",.0,"8",.0,"8",.0,"8",.0,"8",.0,"8",.0,"8",.0,"8",.0,"8",.0,"8",0,"8",0,"8",0,"8","","",0,"8",0,"8"
"350230595","ZAMOή","2018","01","01","12","","8",0,"8",0,"8","","","",8,"",20000,"",20000,"",0,"8",221,"",8,"",0,"9",7.3,"",.0,"8","U","",8.0,"",78,"",3.7,"",980.5,"",1007.7,"",6,-.7,"",.0,"9",0,"8","00","","","","","8","","","8","","","8","",10,"",2.2,"",.0,"8","","8",14,"","9","32",4.4,"",3.3,"",3.0,"",3.8,"",5.2,"",.0,"8",.0,"8",.0,"8",.0,"8",0,"8",0,"8",0,"8","","",0,"8",0,"8"
