"349210670","KROSNO","2017","01","01","00","","8",0,"8",0,"8","","","",6,"",8770,"",8770,"",0,"8",182,"",4,"",0,"9",-5.2,"",.0,"8","U","",3.2,"",78,"",-8.4,"",985.5,"",1028.0,"",7,-1.1,"",.0,"9",0,"8","10","","","","","8","","","8","","","8","",10,"",.9,"",.0,"8","","8",0,"9","","",-.7,"",.0,"",.6,"",2.0,"",4.0,"",.0,"8",.0,"8",.0,"8",.0,"8",0,"8",0,"8",0,"8","","",0,"8",0,"8"
"349210670","KROSNO","2017","01","01","01","","8",0,"8",0,"8","","","",6,"",7517,"",7517,"",0,"8",186,"",5,"",0,"9",-6.2,"",.0,"8","U","",3.3,"",86,"",-8.2,"",985.3,"",1028.0,"",6,-1.1,"",.0,"8",0,"8","10","","","","","8","","","8","","","8","",0,"8",.5,"",.0,"8","","8",0,"9","","",.0,"8",.0,"8",.0,"8",.0,"8",.0,"8",.0,"8",.0,"8",.0,"8",.0,"8",0,"8",0,"8",0,"8","","",0,"8",0,"8"
"349210670","KROSNO","2017","01","01","02","","8",0,"8",0,"8","","","",6,"",7151,"",7151,"",0,"8",186,"",3,"",0,"9",-6.5,"",.0,"8","U","",3.2,"",86,"",-8.5,"",984.8,"",1027.5,"",7,-1.1,"",.0,"8",0,"8","10","","","","","8","","","8","","","8","",0,"8",.5,"",.0,"8","","8",0,"9","","",.0,"8",.0,"8",.0,"8",.0,"8",.0,"8",.0,"8",.0,"8",.0,"8",.0,"8",0,"8",0,"8",0,"8","","",0,"8",0,"8"
"349210670","KROSNO","2017","01","01","03","","8",0,"8",0,"8","","","",6,"",6814,"",6814,"",0,"8",189,"",3,"",0,"9",-6.4,"",.0,"8","U","",3.3,"",87,"",-8.2,"",984.1,"",1026.7,"",8,-1.4,"",.0,"8",0,"8","10","","","","","8","","","8","","","8","",0,"8",.5,"",.0,"9","","8",0,"9","","",.0,"8",.0,"8",.0,"8",.0,"8",.0,"8",.0,"8",.0,"8",.0,"8",.0,"8",0,"8",0,"8",0,"8","","",0,"8",0,"8"
"349210670","KROSNO","2017","01","01","04","","8",0,"8",0,"8","","","",6,"",5597,"",5597,"",0,"8",191,"",5,"",0,"9",-6.2,"",.0,"8","U","",3.4,"",89,"",-7.7,"",983.7,"",1026.3,"",7,-1.6,"",.0,"8",0,"8","10","","","","","8","","","8","","","8","",0,"8",.4,"",.0,"9","","8",0,"9","","",.0,"8",.0,"8",.0,"8",.0,"8",.0,"8",.0,"8",.0,"8",.0,"8",.0,"8",0,"8",0,"8",0,"8","","",0,"8",0,"8"
"349210670","KROSNO","2017","01","01","05","","8",0,"8",0,"8","","","",6,"",5608,"",5608,"",0,"8",193,"",6,"",0,"9",-6.1,"",.0,"8","U","",3.5,"",90,"",-7.5,"",983.3,"",1025.9,"",6,-1.5,"",.0,"8",0,"8","10","","","","","8","","","8","","","8","",0,"8",.4,"",.0,"9","","8",0,"9","","",.0,"8",.0,"8",.0,"8",.0,"8",.0,"8",.0,"8",.0,"8",.0,"8",.0,"8",0,"8",0,"8",0,"8","","",0,"8",0,"8"
"349210670","KROSNO","2017","01","01","06","","8",0,"8",0,"8","","","",6,"",6077,"",6077,"",0,"8",194,"",6,"",0,"9",-6.0,"",.0,"8","U","",3.5,"",89,"",-7.5,"",983.0,"",1025.5,"",7,-1.1,"",.0,"9",0,"8","10","","","","","8","","","8","","","8","",10,"",.4,"",.0,"9","","8",11,"","5","25",-.7,"",.0,"",.6,"",2.0,"",4.0,"",-6.8,"",-4.3,"",-9.4,"",.0,"8",0,"8",0,"8",0,"8","","",0,"8",0,"8"
"349210670","KROSNO","2017","01","01","07","","8",0,"8",0,"8","","","",6,"",6297,"",6297,"",0,"8",198,"",5,"",0,"9",-5.9,"",.0,"8","U","",3.4,"",87,"",-7.7,"",982.9,"",1025.4,"",6,-.8,"",.0,"8",0,"8","10","","","","","8","","","8","","","8","",0,"8",.5,"",.0,"9","","8",0,"9","","",.0,"8",.0,"8",.0,"8",.0,"8",.0,"8",.0,"8",.0,"8",.0,"8",.0,"8",0,"8",0,"8",0,"8","","",0,"8",0,"8"
"349210670","KROSNO","2017","01","01","08","","8",0,"8",0,"8","","","",6,"",6349,"",6349,"",0,"8",194,"",6,"",11,"",-5.1,"",.0,"8","U","",3.6,"",86,"",-7.1,"",982.8,"",1025.2,"",7,-.5,"",.0,"8",0,"8","10","","","","","8","","","8","","","8","",0,"8",.6,"",.5,"","","8",11,"","7","56",.0,"8",.0,"8",.0,"8",.0,"8",.0,"8",.0,"8",.0,"8",.0,"8",.0,"8",0,"8",0,"8",0,"8","","",0,"8",0,"8"
"349210670","KROSNO","2017","01","01","09","","8",0,"8",0,"8","","","",6,"",6075,"",6075,"",0,"8",190,"",7,"",12,"",-4.5,"",.0,"8","U","",3.7,"",84,"",-6.8,"",982.7,"",1025.0,"",7,-.3,"",.0,"8",0,"8","10","","","","","8","","","8","","","8","",0,"8",.7,"",1.0,"","","8",12,"","8","59",.0,"8",.0,"8",.0,"8",.0,"8",.0,"8",.0,"8",.0,"8",.0,"8",.0,"8",0,"8",0,"8",0,"8","","",0,"8",0,"8"
"349210670","KROSNO","2017","01","01","10","","8",0,"8",0,"8","","","",6,"",5851,"",5851,"",0,"8",193,"",7,"",12,"",-4.1,"",.0,"8","U","",3.7,"",82,"",-6.7,"",982.2,"",1024.4,"",8,-.7,"",.0,"8",0,"8","10","","","","","8","","","8","","","8","",0,"8",.8,"",1.0,"","","8",12,"","9","54",.0,"8",.0,"8",.0,"8",.0,"8",.0,"8",.0,"8",.0,"8",.0,"8",.0,"8",0,"8",0,"8",0,"8","","",0,"8",0,"8"
"349210670","KROSNO","2017","01","01","11","","8",0,"8",0,"8","","","",6,"",5182,"",5182,"",0,"8",197,"",7,"",0,"9",-4.1,"",.0,"8","U","",3.8,"",84,"",-6.4,"",981.4,"",1023.5,"",8,-1.4,"",.0,"8",0,"8","10","","","","","8","","","8","","","8","",0,"8",.7,"",1.0,"","","8",13,"","10","21",.0,"8",.0,"8",.0,"8",.0,"8",.0,"8",.0,"8",.0,"8",.0,"8",.0,"8",0,"8",0,"8",0,"8","","",0,"8",0,"8"
"349210670","KROSNO","2017","01","01","12","","8",0,"8",0,"8","","","",6,"",5095,"",5095,"",0,"8",199,"",6,"",0,"9",-4.0,"",.0,"8","U","",3.8,"",83,"",-6.5,"",981.1,"",1023.2,"",7,-1.6,"",.0,"9",0,"8","10","","","","","8","","","8","","","8","",10,"",.8,"",1.0,"","","8",13,"","10","21",-.7,"",.1,"",.6,"",2.0,"",4.0,"",.0,"8",.0,"8",.0,"8",.0,"8",0,"8",0,"8",0,"8","","",0,"8",0,"8"
"349210670","KROSNO","2017","01","01","13","","8",0,"8",0,"8","","","",6,"",4951,"",4951,"",0,"8",197,"",7,"",0,"9",-4.3,"",.0,"8","U","",3.8,"",85,"",-6.4,"",980.5,"",1022.6,"",7,-1.7,"",.0,"8",0,"8","10","","","","","8","","","8","","","8","",0,"8",.7,"",1.0,"","","8",12,"","12","29",.0,"8",.0,"8",.0,"8",.0,"8",.0,"8",.0,"8",.0,"8",.0,"8",.0,"8",0,"8",0,"8",0,"8","","",0,"8",0,"8"
"349210670","KROSNO","2017","01","01","14","","8",0,"8",0,"8","","","",6,"",5161,"",5161,"",0,"8",192,"",8,"",0,"9",-4.9,"",.0,"8","U","",3.7,"",87,"",-6.7,"",980.3,"",1022.5,"",7,-1.1,"",.0,"8",0,"8","10","","","","","8","","","8","","","8","",0,"8",.6,"",1.0,"","","8",13,"","13","11",.0,"8",.0,"8",.0,"8",.0,"8",.0,"8",.0,"8",.0,"8",.0,"8",.0,"8",0,"8",0,"8",0,"8","","",0,"8",0,"8"
