"353140200","ŒWINOUJŒCIE","2017","01","01","00","3","",280,"",0,"8","280","","",5,"",2000,"",1930,"",8,"",209,"",2,"",7,"",2.7,"",.0,"8","U","",7.4,"",100,"",2.7,"",1019.2,"",1020.0,"",7,-2.1,"",.0,"",6,"","51","2","8","","6","","St neb","/","","/","/","","/",1,"",.0,"",.0,"8","0","",9,"","21","37",.5,"",.0,"8",.0,"8",.0,"8",.0,"8",.0,"8",.0,"8",.0,"8",.0,"8",0,"8",0,"8",0,"8","","",0,"8",0,"8"
"353140200","ŒWINOUJŒCIE","2017","01","01","01","3","",280,"",0,"8","280","","",4,"",1800,"",1786,"",8,"",201,"",2,"",7,"",2.9,"",.0,"8","U","",7.5,"",100,"",2.9,"",1018.4,"",1019.2,"",8,-2.2,"",.0,"8",0,"8","51","5","8","","6","","St neb","/","","/","/","","/",0,"8",.0,"",.0,"8","0","",7,"","0","24",.0,"8",.0,"8",.0,"8",.0,"8",.0,"8",.0,"8",.0,"8",.0,"8",.0,"8",0,"8",0,"8",0,"8","","",0,"8",0,"8"
"353140200","ŒWINOUJŒCIE","2017","01","01","02","3","",280,"",0,"8","280","","",4,"",1800,"",1859,"",8,"",208,"",3,"",0,"9",3.0,"",.0,"8","U","",7.6,"",100,"",3.0,"",1017.8,"",1018.6,"",6,-2.3,"",.0,"8",0,"8","20","2","8","","6","","St neb","/","","/","/","","/",0,"8",.0,"",.0,"8","0","",8,"","1","19",.0,"8",.0,"8",.0,"8",.0,"8",.0,"8",.0,"8",.0,"8",.0,"8",.0,"8",0,"8",0,"8",0,"8","","",0,"8",0,"8"
"353140200","ŒWINOUJŒCIE","2017","01","01","03","3","",280,"",0,"8","280","","",5,"",2500,"",2653,"",8,"",195,"",2,"",0,"9",3.0,"",.0,"8","U","",7.6,"",100,"",3.0,"",1017.1,"",1017.9,"",7,-2.1,"",.0,"8",0,"8","10","5","8","","6","","St neb","/","","/","/","","/",0,"8",.0,"",.0,"9","0","",8,"","1","19",.0,"8",.0,"8",.0,"8",.0,"8",.0,"8",.0,"8",.0,"8",.0,"8",.0,"8",0,"8",0,"8",0,"8","","",0,"8",0,"8"
"353140200","ŒWINOUJŒCIE","2017","01","01","04","3","",280,"",0,"8","280","","",5,"",3500,"",3521,"",8,"",206,"",2,"",0,"9",3.0,"",.0,"8","U","",7.6,"",100,"",3.0,"",1016.3,"",1017.1,"",8,-2.1,"",.0,"8",0,"8","10","2","8","","6","","St neb","/","","/","/","","/",0,"8",.0,"",.0,"9","0","",0,"9","","",.0,"8",.0,"8",.0,"8",.0,"8",.0,"8",.0,"8",.0,"8",.0,"8",.0,"8",0,"8",0,"8",0,"8","","",0,"8",0,"8"
"353140200","ŒWINOUJŒCIE","2017","01","01","05","3","",280,"",0,"8","280","","",6,"",5000,"",4797,"",8,"",203,"",2,"",9,"",3.3,"",.0,"8","U","",7.7,"",99,"",3.2,"",1015.4,"",1016.2,"",8,-2.4,"",.0,"8",0,"8","10","2","8","","6","","St neb","/","","/","/","","/",0,"8",.1,"",.0,"9","0","",9,"","4","57",.0,"8",.0,"8",.0,"8",.0,"8",.0,"8",.0,"8",.0,"8",.0,"8",.0,"8",0,"8",0,"8",0,"8","","",0,"8",0,"8"
"353140200","ŒWINOUJŒCIE","2017","01","01","06","4","",400,"",0,"8","400","","",6,"",6000,"",5918,"",6,"",204,"",3,"",0,"9",3.4,"",.0,"8","U","",7.6,"",97,"",3.0,"",1014.5,"",1015.3,"",7,-2.6,"",.0,"",6,"","10","5","6","","5","","Sc str","0","",".","0","",".",1,"",.2,"",.0,"9","0","",9,"","4","57",.9,"",.3,"",.6,"",1.9,"",.0,"8",1.1,"",3.4,"",.9,"",.0,"9",0,"9",0,"9",0,"9",".",".",0,"9",0,"9"
"353140200","ŒWINOUJŒCIE","2017","01","01","07","4","",400,"",0,"8","400","","",6,"",8000,"",8198,"",6,"",218,"",3,"",8,"",3.9,"",.0,"8","U","",7.6,"",94,"",3.0,"",1013.9,"",1014.7,"",6,-2.4,"",.0,"8",0,"8","10","2","6","","5","","Sc str","0","",".","0","",".",0,"8",.5,"",.0,"9","0","",8,"","6","54",.0,"8",.0,"8",.0,"8",.0,"8",.0,"8",.0,"8",.0,"8",.0,"8",.0,"8",0,"8",0,"8",0,"8","","",0,"8",0,"8"
"353140200","ŒWINOUJŒCIE","2017","01","01","08","4","",400,"",0,"8","400","","",6,"",8000,"",8736,"",6,"",214,"",2,"",8,"",4.0,"",.0,"8","U","",7.5,"",92,"",2.8,"",1013.8,"",1014.6,"",6,-1.6,"",.0,"8",0,"8","10","2","6","","5","","Sc str","0","",".","0","",".",0,"8",.7,"",.0,"9","0","",8,"","7","4",.0,"8",.0,"8",.0,"8",.0,"8",.0,"8",.0,"8",.0,"8",.0,"8",.0,"8",0,"8",0,"8",0,"8","","",0,"8",0,"8"
"353140200","ŒWINOUJŒCIE","2017","01","01","09","4","",400,"",0,"8","400","","",6,"",8000,"",8350,"",7,"",220,"",2,"",0,"9",4.2,"",.0,"8","U","",7.5,"",91,"",2.9,"",1013.7,"",1014.5,"",6,-.8,"",.0,"8",0,"8","10","2","7","","5","","Sc str","/","","/","/","","/",0,"8",.7,"",.0,"9","0","",8,"","6","54",.0,"8",.0,"8",.0,"8",.0,"8",.0,"8",.0,"8",.0,"8",.0,"8",.0,"8",0,"8",0,"8",0,"8","","",0,"8",0,"8"
"353140200","ŒWINOUJŒCIE","2017","01","01","10","4","",400,"",0,"8","400","","",6,"",8000,"",9193,"",7,"",218,"",2,"",7,"",4.5,"",.0,"8","U","",7.5,"",89,"",2.8,"",1013.1,"",1013.9,"",8,-.8,"",.0,"8",0,"8","10","2","7","","5","","Sc str","/","","/","/","","/",0,"8",.9,"",.0,"9","0","",10,"","9","31",.0,"8",.0,"8",.0,"8",.0,"8",.0,"8",.0,"8",.0,"8",.0,"8",.0,"8",0,"8",0,"8",0,"8","","",0,"8",0,"8"
"353140200","ŒWINOUJŒCIE","2017","01","01","11","4","",400,"",0,"8","400","","",6,"",9000,"",10386,"",7,"",221,"",3,"",8,"",4.5,"",.0,"8","U","",7.4,"",88,"",2.7,"",1012.5,"",1013.3,"",8,-1.3,"",.0,"8",0,"8","10","2","7","","5","","Sc str","/","","/","/","","/",0,"8",1.0,"",.0,"9","0","",8,"","10","54",.0,"8",.0,"8",.0,"8",.0,"8",.0,"8",.0,"8",.0,"8",.0,"8",.0,"8",0,"8",0,"8",0,"8","","",0,"8",0,"8"
